fortune_rank,firm_name,direct_x_profile_url,attempted_at,status,direct_profile_exists,error_type,error_message,page_title,current_url,elapsed_seconds,notes
22,Ford Motor,https://x.com/fordmotor,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
23,General Motors,https://x.com/generalmotors,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
24,Citigroup,https://x.com/citigroup,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
25,Home Depot,https://x.com/homedepot,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
26,Fannie Mae,https://x.com/fanniemae,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
27,Kroger,https://x.com/kroger,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
28,Verizon Communications,https://x.com/verizoncommunications,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
29,Phillips 66,https://x.com/phillips66,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
30,Marathon Petroleum,https://x.com/marathonpetroleum,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
31,StoneX Group,https://x.com/stonexgroup,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
32,State Farm Insurance,https://x.com/statefarminsurance,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
33,Freddie Mac,https://x.com/freddiemac,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
34,Humana,https://x.com/humana,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
35,AT&T,https://x.com/atandt,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
36,Goldman Sachs Group,https://x.com/goldmansachsgroup,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
37,Comcast,https://x.com/comcast,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
38,Wells Fargo,https://x.com/wellsfargo,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
39,Morgan Stanley,https://x.com/morganstanley,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
40,Valero Energy,https://x.com/valeroenergy,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
41,Dell Technologies,https://x.com/delltechnologies,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
42,Target,https://x.com/target,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
43,Tesla,https://x.com/tesla,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
44,Walt Disney,https://x.com/waltdisney,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
45,Johnson & Johnson,https://x.com/johnsonandjohnson,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
46,PepsiCo,https://x.com/pepsico,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
47,Boeing,https://x.com/boeing,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
48,UPS,https://x.com/ups,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
49,RTX,https://x.com/rtx,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
50,FedEx,https://x.com/fedex,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
51,Progressive,https://x.com/progressive,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
52,Lowe's,https://x.com/lowes,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
53,Energy Transfer,https://x.com/energytransfer,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
54,Procter & Gamble,https://x.com/procterandgamble,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
55,Sysco,https://x.com/sysco,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
56,American Express,https://x.com/americanexpress,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
57,Albertsons,https://x.com/albertsons,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
58,Archer Daniels Midland,https://x.com/archerdanielsmidland,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
59,MetLife,https://x.com/metlife,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
60,HCA Healthcare,https://x.com/hcahealthcare,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
61,Lockheed Martin,https://x.com/lockheedmartin,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
62,New York Life Insurance,https://x.com/newyorklifeinsurance,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
63,Capital One Financial,https://x.com/capitalonefinancial,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
64,Allstate,https://x.com/allstate,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
65,Caterpillar,https://x.com/caterpillar,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
66,IBM,https://x.com/ibm,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
67,Eli Lilly,https://x.com/elililly,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
68,Merck,https://x.com/merck,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
69,Nationwide,https://x.com/nationwide,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
70,Broadcom,https://x.com/broadcom,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
71,Delta Air Lines,https://x.com/deltaairlines,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
72,Publix Super Markets,https://x.com/publixsupermarkets,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
73,Pfizer,https://x.com/pfizer,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
74,TD Synnex,https://x.com/tdsynnex,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
75,ConocoPhillips,https://x.com/conocophillips,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
76,Galaxy Digital,https://x.com/galaxydigital,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
77,AbbVie,https://x.com/abbvie,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
78,Prudential Financial,https://x.com/prudentialfinancial,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
79,TJX,https://x.com/tjx,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
80,Performance Food Group,https://x.com/performancefoodgroup,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
81,United Airlines Holdings,https://x.com/unitedairlinesholdings,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
82,Oracle,https://x.com/oracle,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
83,Cisco Systems,https://x.com/ciscosystems,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
84,HP,https://x.com/hp,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
85,Charter Communications,https://x.com/chartercommunications,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
86,American Airlines Group,https://x.com/americanairlinesgroup,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
87,Tyson Foods,https://x.com/tysonfoods,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
88,Intel,https://x.com/intel,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
89,Enterprise Products Partners,https://x.com/enterpriseproductspartners,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
90,Ingram Micro Holding,https://x.com/ingrammicroholding,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
91,General Dynamics,https://x.com/generaldynamics,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
92,Uber Technologies,https://x.com/ubertechnologies,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
93,USAA,https://x.com/usaa,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
94,TIAA,https://x.com/tiaa,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
95,Liberty Mutual Insurance Group,https://x.com/libertymutualinsurancegroup,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
96,Travelers,https://x.com/travelers,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
97,Bristol-Myers Squibb,https://x.com/bristolmyerssquibb,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
98,Coca-Cola,https://x.com/cocacola,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
99,Nike,https://x.com/nike,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
100,Massachusetts Mutual Life,https://x.com/massachusettsmutuallife,2026-06-10T09:56:43+00:00,not_checked_missing_credentials,unknown,missing_credentials,X_AUTH_TOKEN and/or X_CT0 is not set.,,,0.000,X_AUTH_TOKEN and/or X_CT0 missing; generated direct URL candidates but did not verify profile existence.
